,name,city,state,rating,reviews,city_rank,fee,visit_length,tag
13013,Danville Science Center,Danville,Virginia,4.5,31,4,No,15 min,Science Museums
13014,Danville Museum of Fine Arts & History,Danville,Virginia,4.5,36,5,No,15 min,Specialty Museums
13015,Dan Daniel Memorial Park,Danville,Virginia,4.5,23,6,No,<1 hour,Playgrounds
13016,2 Witches Winery & Brewing Company,Danville,Virginia,4.5,15,7,No,1-2 hours,Breweries
13017,The Historic North Theatre,Danville,Virginia,4.5,8,8,No,1-2 hours,Theaters
13018,Goodyear Golf Club,Danville,Virginia,5.0,5,9,No,15 min,Golf Courses
13019,Lou's Antique Mall,Danville,Virginia,4.5,3,10,No,15 min,Antique Stores
13020,Danville Mall,Danville,Virginia,3.5,5,11,No,15 min,Shopping Malls
13021,Legion Field,Danville,Virginia,4.5,2,12,No,2-3 hours,Arenas & Stadiums
13022,Wreck of the old 97 historical site,Danville,Virginia,4.0,2,13,No,<1 hour,Historic Sites
13023,Karen's Hallmark Shop,Danville,Virginia,5.0,1,14,No,<1 hour,Gift & Specialty Shops
13024,Crossing at the Dan,Danville,Virginia,4.0,1,15,No,15 min,Natural History Museums
13025,Hot Asana Yoga Studio,Danville,Virginia,4.0,1,16,No,1-2 hours,Yoga & Pilates
13026,Danvillian Gallery,Danville,Virginia,3.0,2,17,No,15 min,Art Galleries
13027,Tiny Town Golf,Danville,Virginia,2.5,2,18,No,1-2 hours,Mini Golf
13028,The Moviehouse & Eatery,Keller,Texas,4.5,121,1,No,2-3 hours,Movie Theaters
13029,Shannon Brewing Company,Keller,Texas,5.0,18,2,No,1-2 hours,Bars & Clubs
13030,Sky Creek Ranch Golf Club,Keller,Texas,4.0,25,3,No,15 min,Golf Courses
13031,Tornado Terry's Family Amusement Center,Keller,Texas,4.5,18,4,No,15 min,Game & Entertainment Centers
13032,The Parks at Town Center,Keller,Texas,4.5,16,5,No,15 min,Nature & Parks
13033,The Keller Pointe,Keller,Texas,4.5,11,6,No,2-3 hours,Health/Fitness Clubs & Gyms
13034,Painting with a Twist,Keller,Texas,5.0,3,7,No,2-3 hours,Paint & Pottery Studios
13035,Judge Beans Restaurant & Cantina,Keller,Texas,3.5,10,8,No,15 min,Bars & Clubs
13036,Red Kitchen Foods - Smokin' Texas Gourmet,Keller,Texas,5.0,1,9,No,15 min,Gift & Specialty Shops
13037,Keller Farmers Market,Keller,Texas,5.0,1,10,No,1-2 hours,Farmers Markets
13038,Keller Tavern,Keller,Texas,5.0,1,11,No,15 min,Bars & Clubs
13039,Eckert's Belleville Farm,Belleville,Illinois,4.5,204,1,No,15 min,Farms
13040,National Shrine of Our Lady of the Snows,Belleville,Illinois,4.5,146,2,No,15 min,Sacred & Religious Sites
13041,Braeutigam Orchards,Belleville,Illinois,4.5,28,3,No,15 min,Farms
13042,Lincoln Theater,Belleville,Illinois,4.5,27,4,No,15 min,Theaters
13043,Labor & Industry Museum,Belleville,Illinois,4.0,9,5,No,15 min,Specialty Museums
13044,St. Clair County Historical Society,Belleville,Illinois,4.5,3,7,No,15 min,History Museums
13045,Scott Field Heritage Air Park,Belleville,Illinois,3.5,2,9,No,<1 hour,Historic Sites
13046,Schmidt Art Center,Belleville,Illinois,3.5,2,11,No,<1 hour,Art Galleries
13047,National Midget Auto Racing Hall of Fame,Belleville,Illinois,3.0,1,12,No,15 min,Specialty Museums
13048,The Bicycle Hotel & Casino,Bell Gardens,California,4.5,69,1,No,15 min,Fun & Games
13049,Red Clay State Historic Park,Cleveland,Tennessee,4.5,109,1,No,15 min,Historic Sites
13050,Cleveland Bradley County Greenway,Cleveland,Tennessee,4.5,30,2,No,1-2 hours,Nature & Wildlife Areas
13051,Museum Center at 5ive Points,Cleveland,Tennessee,4.5,41,3,No,15 min,Specialty Museums
13052,Cleveland Bradley County Public Library,Cleveland,Tennessee,4.5,28,4,No,More than 3 hours,Libraries
13053,Air Bounce Party & Play,Cleveland,Tennessee,5.0,11,5,No,15 min,Playgrounds
13054,Mash & Hops,Cleveland,Tennessee,5.0,8,6,No,<1 hour,Breweries
13055,Relics Antiques and Vintage Decor,Cleveland,Tennessee,4.5,2,8,No,<1 hour,Antique Stores
13056,FleaLand FleaMarket,Cleveland,Tennessee,4.0,1,9,No,15 min,Flea & Street Markets
13057,Ocoee Winery,Cleveland,Tennessee,2.5,11,15,No,15 min,Wineries & Vineyards
13058,Galaxy Skateway,North Lauderdale,Florida,4.0,2,1,No,15 min,Game & Entertainment Centers
13059,Jungle Jim's International Market,Fairfield,Ohio,5.0,717,1,No,15 min,Flea & Street Markets
13060,Ohio Valley Antique Mall,Fairfield,Ohio,4.5,63,2,No,2-3 hours,Antique Stores
13061,Wake Nation,Fairfield,Ohio,4.0,22,3,No,15 min,Theme Parks
13062,Fairfield Fun Center,Fairfield,Ohio,4.5,20,4,No,1-2 hours,Sports Complexes
13063,Lane Public Library,Fairfield,Ohio,4.5,6,5,No,15 min,Libraries
13064,Miles of Golf,Fairfield,Ohio,5.0,3,6,No,1-2 hours,Golf Courses
13065,Camping World,Fairfield,Ohio,3.5,4,7,No,1-2 hours,Visitor Centers
13066,Eli's sports bar and grill Ross,Fairfield,Ohio,4.0,2,8,No,15 min,Bars & Clubs
13067,Venice Pavilion Antiques,Fairfield,Ohio,3.5,2,9,No,15 min,Antique Stores
13068,Peabody Essex Museum,Salem,Massachusetts,4.5,1437,1,No,15 min,Specialty Museums
13069,The House of the Seven Gables,Salem,Massachusetts,4.5,1871,3,No,1-2 hours,History Museums
13070,Salem Witch Trials Memorial,Salem,Massachusetts,4.5,1152,4,No,15 min,Nature & Parks
13071,Old Burying Point Cemetery,Salem,Massachusetts,4.5,962,5,No,15 min,Cemeteries
13072,Count Orlok's Nightmare Gallery,Salem,Massachusetts,4.5,708,6,No,15 min,Art Museums
13073,Salem Ferry,Salem,Massachusetts,4.5,289,7,No,15 min,Ferries
13074,Pickering Wharf,Salem,Massachusetts,4.0,432,9,No,15 min,Historic Walking Areas
13075,National Park Service Visitor Center,Salem,Massachusetts,4.5,393,10,No,15 min,Visitor Centers
13076,Bewitched Statue of Elizabeth Montgomery,Salem,Massachusetts,4.0,577,11,No,15 min,Monuments & Statues
13077,The Witch House/Corwin House,Salem,Massachusetts,4.0,645,12,No,15 min,History Museums
13078,Salem Maritime National Historic Site,Salem,Massachusetts,4.0,252,13,No,15 min,Historic Sites
13079,Witch Dungeon Museum,Salem,Massachusetts,3.5,498,15,No,15 min,History Museums
13080,Salem Witch Museum,Salem,Massachusetts,3.0,2005,16,No,15 min,History Museums
13081,Salem Willows Amusement Park,Salem,Massachusetts,4.0,219,17,No,15 min,Theme Parks
13082,Phillips House,Salem,Massachusetts,5.0,94,18,No,<1 hour,Historic Sites
13083,Salem Witch Village,Salem,Massachusetts,4.0,200,19,No,15 min,History Museums
13084,Stickworks Statue - What the Birds Know - by Patrick Dougherty,Salem,Massachusetts,4.5,51,20,No,<1 hour,Points of Interest & Landmarks
13085,The Custom House,Salem,Massachusetts,4.5,104,22,No,15 min,Historic Sites
13086,New England Pirate Museum,Salem,Massachusetts,4.0,257,23,No,15 min,History Museums
13087,Salem Common,Salem,Massachusetts,4.0,68,24,No,<1 hour,Nature & Parks
13088,Winter Island Park,Salem,Massachusetts,4.5,84,26,No,15 min,Nature & Wildlife Areas
13089,Essex Street Pedestrian Mall,Salem,Massachusetts,4.0,72,28,No,15 min,Shopping Malls
13090,Glass Church / Wayfarers Chapel,Rancho Palos Verdes,California,4.5,282,1,No,15 min,Sacred & Religious Sites
13091,The Point Vicente Interpretive Center,Rancho Palos Verdes,California,4.5,153,2,No,15 min,Specialty Museums
13092,Point Vicente Lighthouse,Rancho Palos Verdes,California,4.5,94,3,No,15 min,Lighthouses
13093,Trump National Golf Club,Rancho Palos Verdes,California,4.0,156,4,No,15 min,Golf Courses
13094,Abalone Cove Shoreline Park & Ecological Reserve,Rancho Palos Verdes,California,4.5,71,5,No,15 min,Nature & Wildlife Areas
13095,Los Verdes Golf Course,Rancho Palos Verdes,California,4.0,32,6,No,15 min,Golf Courses
13096,Del Cerro Park,Rancho Palos Verdes,California,4.5,17,7,No,15 min,Nature & Parks
13097,Deane Dana Friendship Park and Nature Center,Rancho Palos Verdes,California,4.5,6,8,No,<1 hour,Nature & Wildlife Areas
13098,Golden Gate National Cemetery,San Bruno,California,5.0,33,2,No,15 min,Cemeteries
13099,The Shops at Tanforan,San Bruno,California,4.0,27,4,No,More than 3 hours,Shopping Malls
13100,San Bruno Mountain,San Bruno,California,4.5,22,5,No,15 min,Mountains
13101,SFMOMA Museum Store,San Bruno,California,4.5,5,8,No,15 min,Airport Shops
13102,Sanatan Mandir,San Bruno,California,4.5,4,9,No,1-2 hours,Points of Interest & Landmarks
13103,San Bruno Point Park,San Bruno,California,3.5,6,10,No,15 min,Nature & Parks
13104,Artichoke Joe's Casino,San Bruno,California,3.0,11,11,No,15 min,Fun & Games
13105,Century Theatres at Tanforan,San Bruno,California,4.0,1,1,No,15 min,Movie Theaters
13106,InMotion Entertainment,San Bruno,California,4.0,1,14,No,15 min,Airport Shops
13107,Indulge Candy,San Bruno,California,3.0,1,18,No,15 min,Airport Shops
13108,Go Lorries Airport Shuttle,San Bruno,California,2.0,62,1,No,15 min,Taxis & Shuttles
13109,Super Shuttle,San Bruno,California,2.0,12,2,No,15 min,Taxis & Shuttles
13110,Da' Trice Transportation,San Bruno,California,5.0,2,3,No,More than 3 hours,Taxis & Shuttles
13111,Red River Theatres,Concord,New Hampshire,5.0,99,1,No,15 min,Theaters
13112,New Hampshire State House,Concord,New Hampshire,4.5,142,2,No,15 min,Government Buildings
13113,Carter Hill Orchard,Concord,New Hampshire,5.0,37,3,No,15 min,Farms
13114,Capitol Center for the Arts,Concord,New Hampshire,4.5,96,4,No,15 min,Theaters
13115,McAuliffe-Shepard Discovery Center,Concord,New Hampshire,4.0,107,5,No,2-3 hours,Educational sites
13116,Susan N. McLane Audubon Center and Silk Farm Wildlife Sanctuary,Concord,New Hampshire,4.5,27,6,No,15 min,Nature & Wildlife Areas
13117,Pierce Manse,Concord,New Hampshire,4.5,31,7,No,15 min,Historic Sites
13118,New Hampshire Historical Society,Concord,New Hampshire,4.0,40,8,No,15 min,History Museums
13119,President Franklin Pierce Tomb,Concord,New Hampshire,4.0,25,9,No,15 min,Points of Interest & Landmarks
13120,Greater Concord Chamber of Commerce,Concord,New Hampshire,5.0,7,10,No,15 min,Visitor Centers
13121,Dimond Hill Farm,Concord,New Hampshire,4.5,12,12,No,15 min,Farms
13122,Daniel Webster Statue,Concord,New Hampshire,4.5,8,13,No,15 min,Monuments & Statues
13123,Winant Park Hiking Trails,Concord,New Hampshire,4.5,5,14,No,1-2 hours,Biking Trails
13124,Kimball-Jenkins Estate,Concord,New Hampshire,4.5,6,15,No,15 min,Historic Sites
13125,Concord Antique Gallery,Concord,New Hampshire,4.5,7,16,No,15 min,Antique Stores
13126,Oak Hill Trail,Concord,New Hampshire,4.5,3,17,No,2-3 hours,Hiking Trails
13127,Mary Baker Eddy Historic House,Concord,New Hampshire,4.0,4,18,No,15 min,Historic Sites
13128,Litherman's Limited Brewery,Concord,New Hampshire,4.0,2,19,No,<1 hour,Breweries
13129,Lewis Farm & Greenhouses,Concord,New Hampshire,5.0,1,20,No,<1 hour,Farms
13130,John Stark Statue,Concord,New Hampshire,4.0,3,21,No,15 min,Monuments & Statues
13131,Depot Antiques & Toys,Concord,New Hampshire,3.5,3,22,No,1-2 hours,Antique Stores
13132,Burlington Bike Path,Burlington,Vermont,4.5,705,1,No,15 min,Hiking Trails
13133,Waterfront Park,Burlington,Vermont,4.5,563,2,No,15 min,Nature & Parks
13134,Church Street Marketplace,Burlington,Vermont,4.5,1172,3,No,15 min,Flea & Street Markets
13135,ECHO Leahy Center for Lake Champlain,Burlington,Vermont,4.0,413,6,No,15 min,Science Museums
13136,University of Vermont,Burlington,Vermont,4.5,142,7,No,15 min,Educational sites
13137,Burlington Farmers' Market,Burlington,Vermont,4.5,102,9,No,15 min,Flea & Street Markets
13138,Switchback Brewing,Burlington,Vermont,4.5,92,10,No,15 min,Breweries
13139,North Beach Park,Burlington,Vermont,4.5,93,12,No,15 min,Beaches
13140,Frog Hollow Craft Center,Burlington,Vermont,4.5,76,13,No,15 min,Art Galleries
13141,World's Tallest Filing Cabinet,Burlington,Vermont,4.0,164,15,No,<1 hour,Points of Interest & Landmarks
13142,Ethan Allen Homestead,Burlington,Vermont,4.0,92,16,No,15 min,Historic Sites
13143,Battery Park,Burlington,Vermont,4.5,42,17,No,<1 hour,Playgrounds
13144,Flynn Center for the Performing Arts,Burlington,Vermont,4.5,79,18,No,15 min,Theaters
13145,Centennial Field,Burlington,Vermont,4.5,61,19,No,15 min,Arenas & Stadiums
13146,Queen City Brewery,Burlington,Vermont,4.5,50,20,No,<1 hour,Breweries
13147,Oakledge,Burlington,Vermont,4.5,47,21,No,15 min,Nature & Parks
13148,Foam Brewers,Burlington,Vermont,4.0,31,22,No,2-3 hours,Breweries
13149,Zero Gravity Craft Brewery,Burlington,Vermont,4.5,30,23,No,1-2 hours,Breweries
13150,Burlington Boathouse Dock,Burlington,Vermont,4.5,32,25,No,15 min,Piers & Boardwalks
13151,Leddy Park,Burlington,Vermont,4.5,25,28,No,15 min,Nature & Parks
13152,Burlington City Arts Center,Burlington,Vermont,4.0,31,29,No,15 min,Art Museums
13153,Jordan Lake State Recreation Area,Apex,North Carolina,4.5,209,1,No,15 min,State Parks
13154,American Tobacco Trail,Apex,North Carolina,4.5,78,2,No,15 min,Hiking Trails
13155,Crowder District Park,Apex,North Carolina,4.5,12,3,No,15 min,Nature & Parks
13156,Cloer Family Vineyards,Apex,North Carolina,4.5,9,4,No,15 min,Wineries & Vineyards
13157,Halle Cultural Arts Center,Apex,North Carolina,5.0,5,5,No,15 min,Theaters
13158,Apex Farmers Market,Apex,North Carolina,5.0,4,6,No,<1 hour,Farmers Markets
13159,The Rusty Bucket,Apex,North Carolina,4.5,3,7,No,15 min,Antique Stores
13160,Brueprint Brewing Company,Apex,North Carolina,4.5,2,8,No,1-2 hours,Breweries
13161,Antiques On Salem St,Apex,North Carolina,4.0,1,11,No,15 min,Antique Stores
13162,Raleigh North Carolina LDS Temple,Apex,North Carolina,3.5,2,12,No,15 min,Sacred & Religious Sites
13163,Dow Gardens,Midland,Michigan,4.5,285,1,No,15 min,Gardens
13164,Dow Diamond,Midland,Michigan,5.0,210,2,No,15 min,Arenas & Stadiums
13165,The Tridge,Midland,Michigan,4.5,181,3,No,15 min,Bridges
13166,Chippewa Nature Center,Midland,Michigan,5.0,65,4,No,15 min,Nature & Wildlife Areas
13167,Alden Dow Home and Studio,Midland,Michigan,5.0,67,5,No,15 min,Historic Sites
13168,Midland Center for the Arts,Midland,Michigan,4.5,55,6,No,15 min,Theaters
13169,Dahlia Hill,Midland,Michigan,4.5,32,7,No,15 min,Gardens
13170,Midland City Forest,Midland,Michigan,5.0,18,8,No,15 min,Hiking Trails
13171,Midland Area Farmers Market,Midland,Michigan,4.5,17,9,No,15 min,Flea & Street Markets
13172,Midland Brewing Company,Midland,Michigan,4.0,25,10,No,15 min,Breweries
13173,Barstow Woods Park,Midland,Michigan,4.5,14,11,No,15 min,Nature & Parks
13174,Emerson Park,Midland,Michigan,4.5,14,12,No,15 min,Nature & Parks
13175,The Fun Zone - Plymouth Park,Midland,Michigan,5.0,10,13,No,1-2 hours,Nature & Parks
13176,Herbert D. Doan Midland County History Center,Midland,Michigan,4.5,8,14,No,15 min,Specialty Museums
13177,Whiting Forest,Midland,Michigan,4.0,20,15,No,15 min,Nature & Wildlife Areas
13178,Midland Mall,Midland,Michigan,3.5,11,16,No,1-2 hours,Shopping Malls
13179,Chippewassee Park,Midland,Michigan,4.0,5,17,No,1-2 hours,Nature & Parks
13180,Central Park,Midland,Michigan,4.5,3,18,No,15 min,Nature & Parks
