,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
3193,,Feature,St. Andrews Catholic Church,Roanoke,Virginia,-79.940011825,37.2781757003,2,http://mw2.google.com/mw-panoramio/photos/small/107227598.jpg
3194,,Feature,Downtown Roanoke,Roanoke,Virginia,-79.9395720208,37.2714712113,3,http://mw2.google.com/mw-panoramio/photos/small/34252977.jpg
3195,30 min,Feature,Roanoke Star,Roanoke,Virginia,-79.9324415451,37.2510074619,4,http://mw2.google.com/mw-panoramio/photos/small/66575214.jpg
3196,,Feature,Hotel Roanoke,Roanoke,Virginia,-79.9395685685,37.2742728813,5,http://mw2.google.com/mw-panoramio/photos/small/25844583.jpg
3197,2.5 hours,Feature,Taubman Museum of Art,Roanoke,Virginia,-79.93845715,37.2727881542,6,http://mw2.google.com/mw-panoramio/photos/small/67829977.jpg
3198,,Feature,Norfolk and Western,Roanoke,Virginia,-79.9452307187,37.2731448023,7,http://mw2.google.com/mw-panoramio/photos/small/95227520.jpg
3199,,Feature,Roanoke from Mill Mountain,Roanoke,Virginia,-79.9324797857,37.2509889286,8,http://mw2.google.com/mw-panoramio/photos/small/84906517.jpg
3200,,Feature,VMT,Roanoke,Virginia,-79.9459422778,37.2730822362,9,
3201,1.5 hours,Feature,Virginia Museum of Transportation,Roanoke,Virginia,-79.9459008,37.2732622503,10,http://mw2.google.com/mw-panoramio/photos/small/95227500.jpg
3202,,Feature,Mill Mountain from Roanoke Mountain,Roanoke,Virginia,-79.9387089792,37.2204526875,11,http://mw2.google.com/mw-panoramio/photos/small/76048614.jpg
3203,,Feature,Center in the Square,Roanoke,Virginia,-79.9391569868,37.2716316975,12,http://mw2.google.com/mw-panoramio/photos/small/55483883.jpg
3204,,Feature,CityMarket,Roanoke,Virginia,-79.9390985,37.2719798751,13,
3205,,Feature,Bridge at the Roanoke Times,Roanoke,Virginia,-79.9447638667,37.2722945677,14,http://mw2.google.com/mw-panoramio/photos/small/95225564.jpg
3206,,Feature,Albany,Albany,New York,-73.7579429271,42.6514409518,1,http://mw2.google.com/mw-panoramio/photos/small/2474268.jpg
3207,,Feature,Empire State Plaza,Albany,New York,-73.7590403119,42.6509563287,2,http://mw2.google.com/mw-panoramio/photos/small/3436679.jpg
3208,,Feature,The Egg,Albany,New York,-73.7585500861,42.6504423561,3,http://mw2.google.com/mw-panoramio/photos/small/22169769.jpg
3209,2 hours,Feature,New York State Capitol,Albany,New York,-73.7559854272,42.6517880059,4,http://mw2.google.com/mw-panoramio/photos/small/4107484.jpg
3210,,Feature,Downtown Albany,Albany,New York,-73.751856454,42.6502666745,5,http://mw2.google.com/mw-panoramio/photos/small/77718662.jpg
3211,,Feature,Albany City Hall,Albany,New York,-73.7548405833,42.6518251669,6,http://mw2.google.com/mw-panoramio/photos/small/61782367.jpg
3212,,Feature,Alfred E. Smith Building,Albany,New York,-73.758933775,42.6534951316,7,http://mw2.google.com/mw-panoramio/photos/small/22169899.jpg
3213,2.5 hours,Feature,New York State Museum,Albany,New York,-73.7614669583,42.6484371255,8,http://mw2.google.com/mw-panoramio/photos/small/94734574.jpg
3214,,Feature,State Street,Albany,New York,-73.7535737333,42.6503842538,9,http://mw2.google.com/mw-panoramio/photos/small/20576877.jpg
3215,,Feature,Corning Tower,Albany,New York,-73.7595461852,42.6490208895,10,http://mw2.google.com/mw-panoramio/photos/small/57423496.jpg
3216,,Feature,Cathedral of the Immaculate Conception,Albany,New York,-73.7597888889,42.6476888894,11,http://mw2.google.com/mw-panoramio/photos/small/47326906.jpg
3217,,Feature,Tulips,Albany,New York,-73.7702772,42.6550792459,12,https://farm3.staticflickr.com/2260/5712858370_cfe70bed0b_q.jpg
3218,,Feature,Cultural Education Center,Albany,New York,-73.7602932083,42.6497536394,13,http://mw2.google.com/mw-panoramio/photos/small/26312113.jpg
3219,,Feature,Valentine's,Albany,New York,-73.7730595714,42.6541441429,14,
3220,,Feature,Schuyler Mansion,Albany,New York,-73.7592531143,42.6413853862,15,http://mw2.google.com/mw-panoramio/photos/small/11470601.jpg
3221,,Feature,Lark Street,Albany,New York,-73.765686719,42.6544451931,16,http://mw2.google.com/mw-panoramio/photos/small/6329877.jpg
3222,,Feature,Washington Park,Albany,New York,-73.770062585,42.6551821193,17,http://mw2.google.com/mw-panoramio/photos/small/13004531.jpg
3223,,Feature,Corning Preserve,Albany,New York,-73.7464620619,42.6506166174,18,http://mw2.google.com/mw-panoramio/photos/small/1930034.jpg
3224,,Feature,Lincoln Park,Albany,New York,-73.7665990222,42.6447583282,19,http://mw2.google.com/mw-panoramio/photos/small/11470829.jpg
3225,,Feature,Million Dollar Staircase,Albany,New York,-73.7575160417,42.6526222917,20,http://mw2.google.com/mw-panoramio/photos/small/89014568.jpg
3226,,Feature,rensselaer,Albany,New York,-73.741894025,42.6423529305,21,http://mw2.google.com/mw-panoramio/photos/small/95051033.jpg
3227,,Feature,Mission Inn,Jurupa Valley,California,-117.372867648,33.9832095491,1,http://mw2.google.com/mw-panoramio/photos/small/5603365.jpg
3228,,Feature,Fairmount Park,Jurupa Valley,California,-117.377347899,33.9960383529,2,http://mw2.google.com/mw-panoramio/photos/small/45756714.jpg
3229,,Feature,San Bernardino Metrolink Station,Jurupa Valley,California,-117.31039876,34.1041995983,3,http://mw2.google.com/mw-panoramio/photos/small/27221314.jpg
3230,,Feature,Mt. Rubidoux,Jurupa Valley,California,-117.391647275,33.9849040287,4,http://mw2.google.com/mw-panoramio/photos/small/43098101.jpg
3231,,Feature,Downtown Riverside,Jurupa Valley,California,-117.373793697,33.9822687424,5,http://mw2.google.com/mw-panoramio/photos/small/18976127.jpg
3232,,Feature,Omnitrans,Jurupa Valley,California,-117.324703561,34.1089049519,6,
3233,45 min to 2.5 hr,Feature,Victoria Gardens,Jurupa Valley,California,-117.532734256,34.111723987,7,http://mw2.google.com/mw-panoramio/photos/small/29105639.jpg
3234,,Feature,Riverside County Courthouse,Jurupa Valley,California,-117.375983563,33.979433,8,http://mw2.google.com/mw-panoramio/photos/small/26126686.jpg
3235,,Feature,Wigwam Motel,Jurupa Valley,California,-117.350017,34.1072385626,9,http://mw2.google.com/mw-panoramio/photos/small/100468437.jpg
3236,,Feature,RIVERSIDE TRANSIT AGENCY,Jurupa Valley,California,-117.350953048,33.9833823811,10,
3237,,Feature,Lake Evans,Jurupa Valley,California,-117.378740069,33.9965382865,11,http://mw2.google.com/mw-panoramio/photos/small/68281501.jpg
3238,,Feature,Arriving at Colton,Jurupa Valley,California,-117.352976339,34.0667257219,12,
3239,1.5-3 hours,Feature,BRUNSWICK FOOTHILL LANES,Jurupa Valley,California,-117.42865805,34.1080597,13,
3240,,Feature,California Theater,Jurupa Valley,California,-117.2953676,34.1064598001,14,http://mw2.google.com/mw-panoramio/photos/small/27167303.jpg
3241,,Feature,Tio's Tacos,Jurupa Valley,California,-117.37702256,33.9842127001,15,http://mw2.google.com/mw-panoramio/photos/small/40313393.jpg
3242,,Feature,Prairie Warbler,Jurupa Valley,California,-117.299135653,34.0661726871,16,
3243,,Feature,INLAND EMPIRE AUTISM SOCIETY,Jurupa Valley,California,-117.517748875,33.8890670626,17,
3244,1 hour,Feature,Sycamore Highlands Park,Jurupa Valley,California,-117.309918708,33.9472010685,18,http://mw2.google.com/mw-panoramio/photos/small/2461533.jpg
3245,,Feature,Downtown San Bernardino,Jurupa Valley,California,-117.293923917,34.1043520309,19,http://mw2.google.com/mw-panoramio/photos/small/1325157.jpg
3246,1.5 hours,Feature,California Citrus State Historic Park,Jurupa Valley,California,-117.4243155,33.8974861671,20,http://mw2.google.com/mw-panoramio/photos/small/24705739.jpg
3247,,Feature,THE ARC OF RIVERSIDE COUNTY,Jurupa Valley,California,-117.410329667,33.9207845833,21,
3248,,Feature,Home Depot Center,Compton,California,-118.261474125,33.8637185008,1,http://mw2.google.com/mw-panoramio/photos/small/18064824.jpg
3249,,Feature,CSUDH,Compton,California,-118.255701667,33.8656710004,2,https://farm5.staticflickr.com/4012/4196039537_be43416846_q.jpg
3250,15-45 min,Feature,San Angelo Visitor Center,San Angelo,Texas,-100.441258,31.4558981312,1,http://mw2.google.com/mw-panoramio/photos/small/20734144.jpg
3251,2.5 hours,Feature,Fort Concho,San Angelo,Texas,-100.428180705,31.4542801147,2,http://mw2.google.com/mw-panoramio/photos/small/48334340.jpg
3252,1.5 hours,Feature,Rood Bridge Park,Hillsboro,Oregon,-122.949714562,45.4929848751,1,http://mw2.google.com/mw-panoramio/photos/small/54394500.jpg
3253,,Feature,IKEA,Renton,Washington,-122.225913,47.4429035006,1,https://farm4.staticflickr.com/3802/13211433525_7624f62112_q.jpg
3254,45 min to 2.5 hr,Feature,Newcastle Golf Club,Renton,Washington,-122.143373983,47.53607672,2,http://mw2.google.com/mw-panoramio/photos/small/94894638.jpg
3255,,Feature,Jimi Hendrix Memorial,Renton,Washington,-122.173966095,47.486514881,3,http://mw2.google.com/mw-panoramio/photos/small/98801432.jpg
3256,,Feature,Tukwila Station,Renton,Washington,-122.240474778,47.4599112814,4,https://farm9.staticflickr.com/8592/16544240269_32aa76cc7c_q.jpg
3257,,Feature,Burrowing Owl,Davie,Florida,-80.2724970769,26.0338316866,1,https://farm8.staticflickr.com/7032/6729104121_dd36804c0c_q.jpg
3258,3 hours,Feature,Flamingo Gardens,Davie,Florida,-80.3130346148,26.0739977113,2,http://mw2.google.com/mw-panoramio/photos/small/34458664.jpg
3259,2.5 hours,Feature,Tree Tops Park,Davie,Florida,-80.275843625,26.0697670913,3,http://mw2.google.com/mw-panoramio/photos/small/59368470.jpg
3260,,Feature,Seminole Hard Rock Hotel & Casino,Davie,Florida,-80.2120665682,26.0518803755,4,http://mw2.google.com/mw-panoramio/photos/small/44242017.jpg
3261,,Feature,Saddleback Church,Mission Viejo,California,-117.645152519,33.663873116,1,http://mw2.google.com/mw-panoramio/photos/small/10644554.jpg
3262,,Feature,Bay-breasted Warbler,Mission Viejo,California,-117.653772775,33.6003355,2,
3263,,Feature,USS Wisconsin,Portsmouth,Virginia,-76.2937354323,36.8478702438,1,http://mw2.google.com/mw-panoramio/photos/small/59685603.jpg
3264,1.5 hours,Feature,Norfolk Botanical Gardens,Portsmouth,Virginia,-76.1998058853,36.9044932046,2,http://mw2.google.com/mw-panoramio/photos/small/4360980.jpg
3265,1.5 hours,Feature,Nauticus,Portsmouth,Virginia,-76.2942826679,36.8474512478,3,http://mw2.google.com/mw-panoramio/photos/small/4681340.jpg
3266,,Feature,Portsmouth,Portsmouth,Virginia,-76.2976620577,36.8376610519,4,http://mw2.google.com/mw-panoramio/photos/small/56222530.jpg
3267,,Feature,Waterside,Portsmouth,Virginia,-76.2917458667,36.8442923238,5,http://mw2.google.com/mw-panoramio/photos/small/3842444.jpg
3268,,Feature,MacArthur Memorial,Portsmouth,Virginia,-76.2888745152,36.8473683031,6,http://mw2.google.com/mw-panoramio/photos/small/59208114.jpg
3269,,Feature,Commodore Theater,Portsmouth,Virginia,-76.3016165,36.8352598001,7,http://mw2.google.com/mw-panoramio/photos/small/58821474.jpg
3270,,Feature,Harbor Park,Portsmouth,Virginia,-76.2793581167,36.8430675338,8,http://mw2.google.com/mw-panoramio/photos/small/57820820.jpg
3271,2.5 hours,Feature,Chrysler Museum of Art,Portsmouth,Virginia,-76.29346675,36.8562124251,9,https://farm3.staticflickr.com/2160/2237748074_205159b694_q.jpg
3272,,Feature,Harborfest,Portsmouth,Virginia,-76.2939618333,36.8458328431,10,http://mw2.google.com/mw-panoramio/photos/small/3167989.jpg
3273,,Feature,Norfolk Scope,Portsmouth,Virginia,-76.2873583333,36.8526495645,11,http://mw2.google.com/mw-panoramio/photos/small/11695242.jpg
3274,2.5 hours,Feature,Virginia Zoo,Portsmouth,Virginia,-76.2772029208,36.876844468,12,http://mw2.google.com/mw-panoramio/photos/small/45537876.jpg
3275,,Feature,The Lone Sailor,Portsmouth,Virginia,-76.2945925,36.8487695837,13,http://mw2.google.com/mw-panoramio/photos/small/50719209.jpg
3276,,Feature,Lightship Portsmouth,Portsmouth,Virginia,-76.2962208095,36.8371042426,14,http://mw2.google.com/mw-panoramio/photos/small/18038900.jpg
3277,,Feature,Ocean View Fishing Pier,Portsmouth,Virginia,-76.2607480476,36.9605806669,15,http://mw2.google.com/mw-panoramio/photos/small/27833216.jpg
3278,,Feature,Downtown,Portsmouth,Virginia,-76.2901338704,36.8460578008,16,http://mw2.google.com/mw-panoramio/photos/small/60291315.jpg
3279,,Feature,The Hague,Portsmouth,Virginia,-76.2979043194,36.8561491728,17,http://mw2.google.com/mw-panoramio/photos/small/85231564.jpg
3280,2.5 hours,Feature,Town Point Park,Portsmouth,Virginia,-76.2944393,36.8459516006,18,http://mw2.google.com/mw-panoramio/photos/small/44065926.jpg
3281,,Feature,East Beach,Portsmouth,Virginia,-76.1866417889,36.9291909468,19,http://mw2.google.com/mw-panoramio/photos/small/3502649.jpg
3282,,Feature,Norfolk VA,Portsmouth,Virginia,-76.293252675,36.8467306314,20,
3283,,Feature,portsmouth waterfront,Portsmouth,Virginia,-76.296680375,36.8359727571,21,http://mw2.google.com/mw-panoramio/photos/small/46507925.jpg
3284,3.5 hours,Feature,Henry Ford Museum,Dearborn,Michigan,-83.2339359044,42.303578362,1,http://mw2.google.com/mw-panoramio/photos/small/31199815.jpg
3285,,Feature,Dymaxion House,Dearborn,Michigan,-83.2342175,42.3032960008,2,https://farm9.staticflickr.com/8447/7796039028_056a1202b0_q.jpg
3286,,Feature,Wienermobile,Dearborn,Michigan,-83.233851,42.3033609055,3,
3287,,Feature,Loranger Gristmill,Dearborn,Michigan,-83.2305916,42.3059599503,4,http://mw2.google.com/mw-panoramio/photos/small/14516682.jpg
3288,,Feature,Cotswold Cottage,Dearborn,Michigan,-83.2222177778,42.3037631113,5,http://mw2.google.com/mw-panoramio/photos/small/94492752.jpg
3289,,Feature,Rosa Parks Bus,Dearborn,Michigan,-83.2339476875,42.3035161877,6,
3290,,Feature,Firestone Farm,Dearborn,Michigan,-83.2328518542,42.3061347191,7,http://mw2.google.com/mw-panoramio/photos/small/71290790.jpg
3291,,Feature,Martha-Mary Chapel,Dearborn,Michigan,-83.2257692292,42.3071010542,8,http://mw2.google.com/mw-panoramio/photos/small/43716208.jpg
3292,,Feature,Eagle Tavern,Dearborn,Michigan,-83.2265580619,42.3070036906,9,http://mw2.google.com/mw-panoramio/photos/small/51456497.jpg
3293,,Feature,Islamic Center of America,Dearborn,Michigan,-83.2295678889,42.3298450189,10,http://mw2.google.com/mw-panoramio/photos/small/92573019.jpg
3294,,Feature,Wright Cycle Shop,Dearborn,Michigan,-83.228371,42.3054439334,11,http://mw2.google.com/mw-panoramio/photos/small/43716103.jpg
3295,,Feature,Henry Ford Estate,Dearborn,Michigan,-83.2320836038,42.3145288012,12,http://mw2.google.com/mw-panoramio/photos/small/92154223.jpg
3296,,Feature,Ride in a Ford,Dearborn,Michigan,-83.2289579,42.3057865345,13,https://farm3.staticflickr.com/2813/10768899533_0ef60a58c7_q.jpg
3297,,Feature,Trainyard at Greenfield,Dearborn,Michigan,-83.2291883333,42.3063156696,14,
3298,,Feature,Plaza Mexico,South Gate,California,-118.214019746,33.9287231502,1,http://mw2.google.com/mw-panoramio/photos/small/30855304.jpg
3299,,Feature,Bryant-Denny Stadium,Tuscaloosa,Alabama,-87.5505876667,33.2076262052,1,http://mw2.google.com/mw-panoramio/photos/small/51299139.jpg
3300,,Feature,University of Alabama,Tuscaloosa,Alabama,-87.5485868333,33.2101300478,2,http://mw2.google.com/mw-panoramio/photos/small/43447003.jpg
3301,,Feature,Denny Chimes,Tuscaloosa,Alabama,-87.5463556495,33.2099414566,3,http://mw2.google.com/mw-panoramio/photos/small/10622350.jpg
3302,,Feature,President's Mansion,Tuscaloosa,Alabama,-87.5465603,33.2091921005,4,http://mw2.google.com/mw-panoramio/photos/small/54819123.jpg
3303,,Feature,Roll Tide!,Tuscaloosa,Alabama,-87.5504904048,33.2076669812,5,http://mw2.google.com/mw-panoramio/photos/small/21991948.jpg
3304,,Feature,Million Dollar Band,Tuscaloosa,Alabama,-87.5505441667,33.2079188625,6,
3305,,Feature,Moundville,Tuscaloosa,Alabama,-87.6324103603,33.007359627,7,http://mw2.google.com/mw-panoramio/photos/small/81095545.jpg
3306,,Feature,Forest Lake,Tuscaloosa,Alabama,-87.534326775,33.1968450529,8,
3307,,Feature,BRYCE HOSPITAL,Tuscaloosa,Alabama,-87.5379153,33.2155057074,9,http://mw2.google.com/mw-panoramio/photos/small/54299933.jpg
3308,,Feature,Capitol Park,Tuscaloosa,Alabama,-87.5743112333,33.2081418003,10,
3309,,Feature,Walk of Champions,Tuscaloosa,Alabama,-87.5499775556,33.2096247039,11,https://farm6.staticflickr.com/5780/22960788282_c691f5834d_q.jpg
3310,,Feature,New Bedford,New Bedford,Massachusetts,-70.9232572818,41.6350733554,1,http://mw2.google.com/mw-panoramio/photos/small/11500088.jpg
3311,,Feature,Palmer Island Lighthouse,New Bedford,Massachusetts,-70.9094675347,41.6268242294,2,http://mw2.google.com/mw-panoramio/photos/small/47343155.jpg
3312,,Feature,Fort Taber,New Bedford,Massachusetts,-70.9014905,41.5931237001,3,http://mw2.google.com/mw-panoramio/photos/small/812443.jpg
3313,,Feature,Fort Phoenix,New Bedford,Massachusetts,-70.90224824,41.6242199201,4,http://mw2.google.com/mw-panoramio/photos/small/15823280.jpg
3314,,Feature,Seamen's Bethel,New Bedford,Massachusetts,-70.9235351667,41.6350434167,5,http://mw2.google.com/mw-panoramio/photos/small/38406459.jpg
3315,2.5 hours,Feature,New Bedford Whaling Museum,New Bedford,Massachusetts,-70.9232354583,41.6353691252,6,http://mw2.google.com/mw-panoramio/photos/small/2147029.jpg
3316,,Feature,Nut Tree,Vacaville,California,-121.960967722,38.3697865284,1,http://mw2.google.com/mw-panoramio/photos/small/78629756.jpg
3317,1 hour,Feature,Fuller Craft Museum,Brockton,Massachusetts,-71.0459391875,42.1024429389,1,https://farm3.staticflickr.com/2861/9540477638_719cfe9a60_q.jpg
3318,,Feature,Roswell Mill,Roswell,Georgia,-84.3582443636,34.0130785934,1,http://mw2.google.com/mw-panoramio/photos/small/98721727.jpg
3319,1.5 hours,Feature,Barrington Hall,Roswell,Georgia,-84.3635232,34.0134444002,2,http://mw2.google.com/mw-panoramio/photos/small/103172793.jpg
3320,,Feature,Island Ford,Roswell,Georgia,-84.325785803,33.9910287265,3,http://mw2.google.com/mw-panoramio/photos/small/108961757.jpg
3321,,Feature,Vickery Creek,Roswell,Georgia,-84.3553110513,34.0132049488,4,http://mw2.google.com/mw-panoramio/photos/small/87819391.jpg
3322,,Feature,Morgan Falls Park,Roswell,Georgia,-84.3791836667,33.9718422859,5,http://mw2.google.com/mw-panoramio/photos/small/95708512.jpg
3323,,Feature,Beaverton Transit Center,Beaverton,Oregon,-122.801358775,45.4913039755,1,http://mw2.google.com/mw-panoramio/photos/small/25271341.jpg
3324,20 min to 1 hr,Feature,Beaverton Farmers Market,Beaverton,Oregon,-122.805363023,45.4842472038,2,http://mw2.google.com/mw-panoramio/photos/small/2908631.jpg
3325,,Feature,Wollaston Beach,Quincy,Massachusetts,-71.0142854167,42.2792501997,1,http://mw2.google.com/mw-panoramio/photos/small/21314393.jpg
3326,,Feature,John Adams Birthplace,Quincy,Massachusetts,-71.0035333182,42.2392838183,2,http://mw2.google.com/mw-panoramio/photos/small/82644834.jpg
3327,,Feature,USS Salem,Quincy,Massachusetts,-70.9696273939,42.2441446819,3,https://farm9.staticflickr.com/8469/8124535425_a08a12d616_q.jpg
3328,,Feature,Peacefield,Quincy,Massachusetts,-71.0106634,42.2560681001,4,http://mw2.google.com/mw-panoramio/photos/small/15702387.jpg
3329,,Feature,Marina Bay,Quincy,Massachusetts,-71.0295709444,42.2991652225,5,http://mw2.google.com/mw-panoramio/photos/small/77377471.jpg
